AgeRange,Age,PassengerId,Name,Sex,Pclass,Survived
30-44,39.8,8468,"Parks, Major. Dennis",male,2,0
0-17,15.1,8469,"Ford, Dr. Emily",female,1,1
30-44,31.3,8470,"Golden, Lady. Patricia",female,2,1
0-17,12.6,8471,"Smith, Dr. Jacqueline",female,3,1
30-44,31.2,8472,"Johns, Rev. Matthew",male,2,0
30-44,42.4,8473,"Gamble, Countess. Sara",female,1,1
0-17,10.1,8474,"Smith, Major. Travis",male,2,0
0-17,0.3,8475,"Clayton, Lady. Nicole",female,1,1
30-44,35.2,8476,"Lynch, Dr. Caleb",male,2,0
45-59,54.2,8477,"Miller, Rev. Robert",male,1,1
18-29,25.6,8478,"Richardson, Col. Omar",male,3,0
30-44,30.0,8479,"Foster, Mr. Daniel",male,3,0
18-29,29.2,8480,"Perez, Dr. Jessica",female,1,1
0-17,8.9,8481,"Taylor, Countess. Jasmine",female,3,0
45-59,52.6,8482,"Finley, Col. Jacob",male,1,0
45-59,51.4,8483,"Fox, Rev. Antonio",male,3,0
45-59,47.0,8484,"Woods, Sir. William",male,1,1
0-17,6.9,8485,"Shah, Countess. Gina",female,3,1
18-29,24.8,8486,"Church, Sir. Juan",male,3,0
60+,66.9,8487,"Gomez, Mr. Kevin",male,1,0
18-29,29.8,8488,"Wood, Major. Russell",male,2,0
30-44,36.4,8489,"Rowland, Sir. Ryan",male,1,0
18-29,18.5,8490,"Clark, Lady. Wanda",female,3,1
45-59,47.8,8491,"Ewing, Sir. Brian",male,1,0
45-59,51.1,8492,"Browning, Col. Timothy",male,1,0
45-59,55.1,8493,"Fisher, Dr. Caroline",female,1,1
45-59,54.8,8494,"Alexander, Mr. Cameron",male,1,1
30-44,32.4,8495,"Woods, Rev. Matthew",male,2,0
45-59,50.3,8496,"Orozco, Miss. Whitney",female,1,1
0-17,16.9,8497,"Perez, Dr. Christopher",male,2,0
45-59,47.3,8498,"Reed, Lady. Brenda",female,1,1
60+,68.5,8499,"Carroll, Col. Jordan",male,2,0
18-29,27.3,8500,"Porter, Mrs. Taylor",female,1,1
30-44,36.3,8501,"Daniel, Sir. Anthony",male,1,0
30-44,39.8,8502,"Lee, Rev. John",male,1,1
45-59,54.9,8503,"Cole, Sir. Matthew",male,2,0
45-59,55.4,8504,"Wilson, Major. Richard",male,2,0
30-44,43.7,8505,"Cooley, Major. Keith",male,1,1
30-44,40.7,8506,"Farmer, Countess. Dana",female,1,1
18-29,27.6,8507,"Boyle, Mrs. Morgan",female,2,1
18-29,21.9,8508,"Solis, Major. Steven",male,3,0
60+,74.2,8509,"Hill, Mr. Jason",male,1,1
0-17,5.6,8510,"Hess, Major. John",male,1,1
45-59,45.2,8511,"Sanchez, Major. Thomas",male,2,0
45-59,58.3,8512,"Moreno, Rev. Donald",male,2,0
30-44,33.6,8513,"Stephenson, Miss. Andrea",female,1,1
45-59,46.5,8514,"Gonzalez, Mr. Alexander",male,1,0
60+,73.9,8515,"Lewis, Col. Timothy",male,1,0
18-29,29.5,8516,"Goodman, Dr. Christian",male,1,0
30-44,30.9,8517,"Phillips, Dr. Tanner",male,1,1
18-29,29.6,8518,"Hawkins, Sir. Andrew",male,3,0
45-59,45.1,8519,"Nelson, Lady. Kelly",female,1,1
30-44,32.8,8520,"Ali, Miss. Angela",female,3,1
30-44,31.1,8521,"Duncan, Mr. Jeffrey",male,2,0
45-59,58.0,8522,"Suarez, Mrs. Katherine",female,1,1
0-17,13.7,8523,"Hunter, Countess. Melissa",female,3,0
0-17,16.1,8524,"French, Countess. Jessica",female,2,1
30-44,30.3,8525,"Nguyen, Dr. Chad",male,3,0
18-29,29.9,8526,"Jimenez, Countess. Rachel",female,2,1
0-17,4.3,8527,"Warren, Mr. Travis",male,3,0
18-29,21.0,8528,"Allen, Mrs. Mary",female,3,1
45-59,49.5,8529,"Burns, Dr. Bruce",male,3,0
18-29,19.9,8530,"Taylor, Mrs. Lisa",female,2,1
0-17,11.1,8531,"Brown, Major. Mark",male,1,1
18-29,20.6,8532,"Dixon, Countess. Tina",female,1,0
18-29,19.6,8533,"Peterson, Lady. Linda",female,1,1
45-59,59.3,8534,"Sanders, Sir. Joshua",male,1,0
45-59,48.7,8535,"Martinez, Major. Matthew",male,1,0
30-44,33.1,8536,"Santana, Sir. Charles",male,3,0
30-44,39.0,8537,"Mcconnell, Countess. Lauren",female,1,1
0-17,9.5,8538,"Donovan, Sir. Kenneth",male,2,0
30-44,44.4,8539,"Rodriguez, Lady. Alexandra",female,1,1
18-29,21.2,8540,"Mitchell, Sir. Brandon",male,2,0
30-44,36.6,8541,"Benson, Dr. Jerome",male,1,0
30-44,36.2,8542,"Acosta, Dr. Kathy",female,1,0
45-59,48.8,8543,"Hayes, Rev. John",male,1,0
18-29,18.8,8544,"Bell, Lady. Margaret",female,2,1
30-44,31.5,8545,"Martin, Lady. Kelsey",female,3,1
30-44,33.5,8546,"Waters, Dr. Shelby",female,1,1
30-44,31.9,8547,"Mitchell, Miss. Cindy",female,2,1
18-29,24.0,8548,"Wade, Dr. Kaylee",female,1,1
18-29,26.2,8549,"Church, Major. Jonathan",male,1,0
0-17,15.8,8550,"Bowen, Dr. Brad",male,3,0
30-44,33.5,8551,"Acosta, Lady. April",female,1,1
18-29,20.9,8552,"Meadows, Rev. Edward",male,2,0
45-59,49.9,8553,"Chaney, Dr. Christopher",male,1,0
0-17,16.5,8554,"Rodriguez, Dr. Breanna",female,1,1
45-59,48.7,8555,"Solomon, Dr. Michael",male,1,1
30-44,35.7,8556,"Valentine, Rev. Herbert",male,1,0
45-59,46.7,8557,"Clark, Mr. Peter",male,1,0
60+,66.9,8558,"Nelson, Rev. John",male,1,1
30-44,37.3,8559,"Patrick, Col. John",male,1,0
0-17,7.1,8560,"Williams, Countess. Kimberly",female,1,1
18-29,23.8,8561,"Cole, Col. Robert",male,2,1
18-29,27.9,8562,"White, Rev. Alexander",male,3,0
18-29,26.5,8563,"Lane, Dr. Nicole",female,1,1
18-29,18.1,8564,"Knapp, Major. Travis",male,2,1
45-59,53.2,8565,"Lee, Mr. Roger",male,2,0
30-44,38.7,8566,"Humphrey, Mrs. Andrea",female,1,1
30-44,35.9,8567,"Stein, Dr. Nicole",female,2,1
30-44,30.2,8568,"Clayton, Countess. Jill",female,3,0
45-59,53.8,8569,"Warner, Major. Todd",male,2,0
18-29,28.5,8570,"Cruz, Miss. Stephanie",female,3,0
45-59,46.4,8571,"Patel, Dr. Patrick",male,1,1
30-44,33.6,8572,"Davis, Dr. Michael",male,1,0
18-29,23.9,8573,"Wang, Miss. Mackenzie",female,3,1
18-29,28.5,8574,"Martinez, Sir. Travis",male,3,0
0-17,17.6,8575,"Mason, Mrs. Rebecca",female,3,1
30-44,32.3,8576,"Hale, Lady. Nichole",female,1,1
45-59,52.7,8577,"Aguilar, Major. Christopher",male,1,0
30-44,30.8,8578,"Bridges, Countess. Bethany",female,2,1
45-59,54.2,8579,"Davis, Dr. Sandra",female,1,1
18-29,21.5,8580,"Hernandez, Major. Matthew",male,1,1
30-44,33.8,8581,"Neal, Col. John",male,2,0
30-44,34.8,8582,"Russell, Dr. Debra",female,1,1
60+,66.7,8583,"Ross, Dr. Christopher",male,1,1
0-17,10.1,8584,"Ortiz, Major. Joe",male,2,0
30-44,30.2,8585,"Butler, Col. Stephen",male,2,0
60+,79.0,8586,"Wilson, Rev. Brent",male,1,0
18-29,27.4,8587,"Simpson, Dr. Dana",female,2,1
30-44,32.6,8588,"Hutchinson, Rev. Michael",male,3,0
60+,61.9,8589,"Andrews, Mr. David",male,1,0
0-17,15.5,8590,"Burgess, Rev. Thomas",male,3,0
45-59,52.8,8591,"Rowland, Sir. David",male,1,0
60+,70.9,8592,"Hebert, Mr. Glenn",male,1,1
45-59,47.0,8593,"Hale, Countess. Stephanie",female,3,1
18-29,25.1,8594,"Moore, Col. Donald",male,1,0
18-29,26.0,8595,"Moore, Dr. Alyssa",female,3,1
30-44,37.8,8596,"Henderson, Countess. Kathleen",female,1,1
18-29,28.8,8597,"Porter, Sir. Tyler",male,1,1
30-44,33.4,8598,"Sullivan, Countess. Janet",female,1,0
18-29,27.0,8599,"Peterson, Rev. Joshua",male,1,1
30-44,34.4,8600,"Taylor, Sir. Luis",male,2,0
45-59,45.2,8601,"Ellis, Col. Ross",male,1,0
30-44,40.4,8602,"Parker, Col. Daniel",male,1,0
30-44,30.3,8603,"Anderson, Dr. Tyler",male,3,0
45-59,50.4,8604,"Moss, Lady. Jennifer",female,2,1
60+,65.0,8605,"Warren, Major. Bryan",male,1,1
0-17,8.1,8606,"Ramos, Dr. Antonio",male,3,0
30-44,37.9,8607,"Ramirez, Col. Nathan",male,3,0
18-29,18.9,8608,"Lozano, Col. Eric",male,3,0
18-29,20.8,8609,"Khan, Rev. Roy",male,1,1
30-44,37.4,8610,"Newton, Mrs. Angel",female,1,1
18-29,25.9,8611,"Ross, Rev. Erik",male,3,1
30-44,41.9,8612,"Lopez, Sir. Andre",male,1,0
45-59,55.4,8613,"Petty, Sir. Kenneth",male,1,0
18-29,28.3,8614,"Ferguson, Countess. Stephanie",female,1,1
0-17,0.3,8615,"Smith, Lady. Megan",female,3,0
30-44,39.4,8616,"Lamb, Sir. Billy",male,1,1
30-44,30.4,8617,"Bush, Dr. Richard",male,1,0
30-44,35.1,8618,"Mcbride, Sir. Bradley",male,2,0
0-17,13.7,8619,"Williams, Miss. Debra",female,3,0
0-17,5.8,8620,"Myers, Mrs. Joan",female,2,1
18-29,25.6,8621,"Graham, Col. Matthew",male,1,0
30-44,32.7,8622,"Gray, Dr. Natasha",female,2,0
0-17,7.2,8623,"Smith, Col. William",male,1,0
45-59,51.2,8624,"Chen, Rev. Frank",male,1,1
30-44,35.8,8625,"Harris, Col. Zachary",male,1,0
18-29,24.5,8626,"Hardin, Countess. Tammy",female,1,1
0-17,0.5,8627,"Craig, Sir. Jason",male,1,0
18-29,21.6,8628,"Welch, Dr. John",male,1,0
45-59,49.7,8629,"Willis, Mr. Steven",male,1,0
30-44,34.3,8630,"Ruiz, Mr. Michael",male,2,0
30-44,30.7,8631,"Santos, Lady. Sarah",female,1,1
0-17,13.9,8632,"Young, Mrs. Diane",female,3,1
45-59,48.2,8633,"Reynolds, Dr. Charles",male,2,0
0-17,17.5,8634,"Moore, Countess. Margaret",female,1,1
18-29,28.7,8635,"Hanson, Sir. James",male,3,0
30-44,44.0,8636,"Floyd, Rev. Corey",male,1,0
30-44,40.2,8637,"Rodriguez, Major. Christian",male,3,0
45-59,52.9,8638,"Burns, Mr. Joshua",male,1,0
30-44,33.6,8639,"Martinez, Sir. Donald",male,1,1
45-59,46.5,8640,"Williamson, Lady. Denise",female,1,1
30-44,37.6,8641,"Mccann, Major. Brian",male,2,0
45-59,46.4,8642,"Lopez, Sir. James",male,2,0
45-59,54.1,8643,"Gould, Major. Donald",male,1,1
30-44,30.8,8644,"Hill, Col. Billy",male,1,0
18-29,25.2,8645,"Carr, Lady. Jessica",female,1,1
18-29,19.1,8646,"Valenzuela, Miss. Tina",female,1,1
45-59,56.6,8647,"Silva, Sir. David",male,1,1
18-29,21.3,8648,"Cox, Dr. John",male,1,0
45-59,45.6,8649,"Wong, Countess. Lisa",female,1,1
18-29,19.5,8650,"Jones, Dr. Danielle",female,2,1
18-29,29.0,8651,"Martinez, Sir. Timothy",male,1,0
45-59,47.0,8652,"Morrow, Lady. Heather",female,2,1
60+,63.6,8653,"Wilcox, Major. George",male,1,0
18-29,19.3,8654,"Johnson, Mr. Ross",male,2,0
45-59,51.6,8655,"Gill, Col. Juan",male,1,1
60+,60.9,8656,"Osborne, Rev. Darryl",male,1,1
18-29,29.7,8657,"Harris, Dr. Thomas",male,2,0
30-44,40.3,8658,"Nunez, Lady. Jennifer",female,1,1
18-29,24.8,8659,"Chapman, Col. Jamie",male,2,0
18-29,24.6,8660,"Jackson, Mrs. Rebecca",female,1,0
30-44,32.1,8661,"Clark, Col. Thomas",male,1,1
30-44,39.8,8662,"Clark, Sir. Anthony",male,1,1
30-44,44.8,8663,"Craig, Lady. Sharon",female,1,1
18-29,29.7,8664,"Blake, Major. Joshua",male,1,0
45-59,45.2,8665,"Ross, Dr. William",male,1,0
30-44,39.2,8666,"Peterson, Sir. Kyle",male,3,0
18-29,28.3,8667,"Oneill, Col. Christopher",male,1,0
30-44,38.0,8668,"Love, Rev. Charles",male,2,0
30-44,31.4,8669,"Gallegos, Major. Dean",male,3,0
30-44,39.1,8670,"Murillo, Col. Charles",male,2,0
0-17,0.4,8671,"Lee, Major. Kevin",male,1,0
30-44,30.8,8672,"Nguyen, Rev. Ryan",male,1,0
0-17,15.7,8673,"Flores, Mrs. Patricia",female,1,1
0-17,15.6,8674,"Fox, Lady. Crystal",female,3,1
45-59,47.7,8675,"Taylor, Col. Noah",male,1,0
30-44,33.2,8676,"Webster, Rev. Michael",male,2,0
18-29,18.6,8677,"Brown, Mrs. Michelle",female,1,1
60+,67.8,8678,"Yang, Major. Mark",male,1,0
60+,72.9,8679,"Anderson, Sir. Kenneth",male,1,1
0-17,6.1,8680,"Olson, Major. Gregory",male,2,0
30-44,37.2,8681,"Hunter, Rev. John",male,1,0
18-29,23.9,8682,"Lambert, Col. Wesley",male,3,0
18-29,29.7,8683,"Peterson, Rev. James",male,1,1
45-59,48.9,8684,"Roberts, Mr. Austin",male,1,0
30-44,40.7,8685,"Macias, Rev. Jon",male,1,0
0-17,12.4,8686,"Moore, Lady. Pamela",female,2,0
45-59,52.4,8687,"Gilmore, Dr. Gabriel",male,2,0
0-17,0.5,8688,"Williams, Dr. Kimberly",female,3,0
0-17,11.4,8689,"Tran, Dr. William",male,1,1
30-44,30.2,8690,"Jones, Mr. Tyler",male,3,1
18-29,18.5,8691,"Mitchell, Major. Evan",male,2,0
45-59,58.8,8692,"Morgan, Sir. Brett",male,1,1
18-29,29.8,8693,"Robertson, Dr. Timothy",male,1,1
0-17,15.6,8694,"Wilkinson, Major. Aaron",male,3,0
45-59,53.5,8695,"Caldwell, Sir. Jason",male,1,1
30-44,35.5,8696,"Mahoney, Dr. Chloe",female,1,0
18-29,23.7,8697,"Strong, Col. Douglas",male,3,0
18-29,26.4,8698,"Hale, Col. Eric",male,2,0
0-17,17.4,8699,"Juarez, Lady. Andrea",female,3,1
18-29,26.7,8700,"Gonzales, Rev. Michael",male,1,1
45-59,55.5,8701,"Berry, Dr. Steven",male,1,1
0-17,15.0,8702,"Ramos, Mr. Chad",male,3,0
45-59,47.8,8703,"Beck, Countess. Ashley",female,1,1
0-17,0.5,8704,"Perez, Mrs. Michelle",female,2,1
30-44,41.5,8705,"Baker, Mrs. Diana",female,1,1
18-29,29.3,8706,"Young, Rev. James",male,1,0
45-59,56.9,8707,"Butler, Dr. David",male,2,1
30-44,37.9,8708,"Myers, Lady. Sabrina",female,1,1
0-17,7.9,8709,"Collins, Major. Jesus",male,3,0
18-29,27.7,8710,"Davis, Miss. Colleen",female,1,1
18-29,28.8,8711,"Griffin, Mr. James",male,1,0
45-59,51.8,8712,"Bruce, Rev. Kyle",male,1,0
45-59,50.0,8713,"Brown, Major. Oscar",male,1,1
18-29,26.6,8714,"Carney, Lady. Stacy",female,2,1
18-29,24.0,8715,"Brady, Major. Zachary",male,3,0
60+,65.5,8716,"Allen, Dr. Shawn",male,1,1
0-17,7.7,8717,"Black, Dr. James",male,1,0
30-44,36.6,8718,"Griffin, Miss. Susan",female,1,1
18-29,18.3,8719,"Patton, Countess. Jamie",female,3,0
0-17,0.3,8720,"Montgomery, Rev. Christopher",male,1,0
45-59,46.8,8721,"Clark, Rev. Brandon",male,2,0
45-59,46.6,8722,"Butler, Major. George",male,2,1
30-44,33.4,8723,"Gonzalez, Countess. Krista",female,1,1
0-17,12.5,8724,"Bautista, Miss. Rebecca",female,1,1
18-29,20.7,8725,"Alexander, Major. Willie",male,3,0
60+,69.4,8726,"Larson, Major. Mark",male,1,1
45-59,50.9,8727,"Allen, Col. Chris",male,1,0
18-29,23.3,8728,"Bishop, Major. Bryan",male,1,0
18-29,19.4,8729,"Brown, Lady. Heather",female,1,1
45-59,53.7,8730,"Powell, Dr. Anthony",male,2,0
30-44,42.9,8731,"Evans, Col. Eric",male,2,0
18-29,27.1,8732,"Black, Col. Joseph",male,3,0
30-44,36.7,8733,"Smith, Dr. Deanna",female,2,1
18-29,29.4,8734,"Thomas, Miss. Cassandra",female,1,1
30-44,42.6,8735,"Lynch, Dr. Doris",female,1,1
18-29,21.3,8736,"Williams, Rev. Ryan",male,1,0
0-17,4.6,8737,"Baker, Dr. Kristi",female,2,1
0-17,16.0,8738,"Smith, Mr. Michael",male,2,0
30-44,30.4,8739,"Allison, Sir. Jeffrey",male,2,0
0-17,14.5,8740,"Howard, Countess. Jamie",female,3,1
30-44,38.5,8741,"Mccarthy, Col. Christopher",male,1,0
30-44,33.6,8742,"Torres, Col. Johnny",male,3,0
30-44,36.0,8743,"Phillips, Major. Randall",male,1,0
45-59,46.2,8744,"Vasquez, Miss. Amanda",female,1,1
60+,66.6,8745,"King, Sir. Roy",male,1,1
18-29,21.2,8746,"Jackson, Col. Jared",male,3,0
30-44,30.5,8747,"Hogan, Mr. Ronald",male,3,0
30-44,36.9,8748,"Roberson, Lady. Anita",female,1,1
18-29,28.3,8749,"Lowe, Rev. Anthony",male,1,0
0-17,8.7,8750,"Page, Countess. Crystal",female,1,1
30-44,43.6,8751,"Hudson, Lady. Heather",female,1,1
45-59,58.0,8752,"Tate, Mr. Chris",male,1,1
0-17,17.0,8753,"Potter, Mrs. Lisa",female,1,1
30-44,37.7,8754,"Bailey, Dr. Julie",female,1,1
0-17,5.9,8755,"Jackson, Major. Seth",male,3,0
30-44,40.5,8756,"Ross, Major. Michael",male,3,0
30-44,34.9,8757,"Nguyen, Miss. Angela",female,2,1
45-59,47.5,8758,"Hayes, Rev. Brian",male,2,0
0-17,5.7,8759,"Campbell, Sir. Kevin",male,3,0
18-29,24.4,8760,"Thomas, Mr. Michael",male,1,0
30-44,32.9,8761,"Patterson, Col. Kevin",male,2,0
30-44,38.5,8762,"Alvarado, Mr. Walter",male,1,1
60+,60.7,8763,"Pacheco, Col. Dwayne",male,1,0
30-44,31.2,8764,"Murphy, Major. Kevin",male,1,0
30-44,39.7,8765,"Mccoy, Dr. Richard",male,1,0
0-17,16.3,8766,"Harris, Major. Keith",male,2,0
18-29,28.8,8767,"Martin, Sir. James",male,2,0
30-44,33.1,8768,"Arias, Sir. Joshua",male,1,1
30-44,43.9,8769,"Aguilar, Major. Ryan",male,2,0
45-59,45.2,8770,"Arnold, Countess. Valerie",female,2,1
18-29,27.1,8771,"Wright, Dr. Angela",female,2,1
0-17,8.0,8772,"Schultz, Dr. Sharon",female,3,1
45-59,51.3,8773,"Knox, Countess. Cheryl",female,1,1
45-59,57.3,8774,"Martin, Col. Peter",male,2,0
30-44,42.7,8775,"Berger, Col. Joseph",male,1,0
0-17,16.9,8776,"Smith, Mr. Christopher",male,2,0
30-44,34.9,8777,"Guzman, Col. Caleb",male,2,1
30-44,38.3,8778,"Thompson, Mr. Timothy",male,1,0
18-29,27.1,8779,"Ferguson, Sir. Clayton",male,3,1
30-44,43.8,8780,"Bailey, Sir. Tyrone",male,1,0
30-44,39.7,8781,"Tanner, Col. Kevin",male,1,1
0-17,6.2,8782,"Allen, Dr. Kaitlyn",female,3,0
45-59,49.3,8783,"Burke, Dr. Christopher",male,1,0
18-29,19.4,8784,"James, Dr. Christina",female,3,0
30-44,37.3,8785,"Burgess, Major. James",male,3,0
30-44,31.5,8786,"Turner, Countess. Sarah",female,2,1
45-59,46.9,8787,"Howard, Mr. Justin",male,1,0
30-44,33.9,8788,"Alvarado, Sir. William",male,1,0
18-29,26.2,8789,"Lee, Col. Justin",male,2,0
45-59,59.2,8790,"Mitchell, Major. Paul",male,1,0
30-44,41.8,8791,"Powers, Mrs. Kristen",female,2,1
18-29,27.5,8792,"Scott, Rev. Carlos",male,3,0
0-17,10.9,8793,"Hancock, Mr. Bryan",male,3,0
45-59,55.6,8794,"Smith, Dr. Tamara",female,1,1
45-59,51.2,8795,"Young, Col. Cameron",male,1,0
45-59,50.1,8796,"Shelton, Mr. Marcus",male,1,0
18-29,25.9,8797,"Lee, Rev. Tony",male,2,0
45-59,45.2,8798,"Watkins, Col. Ivan",male,2,1
18-29,22.9,8799,"Leach, Lady. Sydney",female,2,1
45-59,49.7,8800,"Castillo, Miss. Jennifer",female,1,1
18-29,26.7,8801,"Decker, Rev. Kyle",male,1,0
18-29,26.2,8802,"Aguilar, Major. Benjamin",male,1,0
0-17,17.5,8803,"Mendoza, Miss. Laura",female,2,1
45-59,48.1,8804,"Blankenship, Countess. Sarah",female,1,1
0-17,12.7,8805,"West, Rev. Blake",male,2,0
30-44,44.2,8806,"Gould, Rev. Patrick",male,1,0
18-29,23.8,8807,"Rangel, Major. Christopher",male,1,0
30-44,34.9,8808,"Baker, Mrs. Ann",female,3,1
18-29,21.4,8809,"Petersen, Mr. Dan",male,1,0
45-59,54.2,8810,"Jordan, Major. Carl",male,1,0
30-44,41.7,8811,"Franklin, Rev. Jeremy",male,3,0
18-29,29.0,8812,"Henderson, Dr. Michaela",female,3,0
30-44,35.0,8813,"Johnston, Rev. Patrick",male,1,0
30-44,32.9,8814,"Briggs, Dr. Tony",male,2,0
18-29,26.6,8815,"Ellis, Rev. Bernard",male,2,1
45-59,45.3,8816,"Henderson, Lady. Jacqueline",female,1,1
0-17,4.3,8817,"Delgado, Major. Andrew",male,1,0
30-44,38.3,8818,"Harrison, Mr. Michael",male,3,0
18-29,25.4,8819,"Adams, Lady. Michelle",female,1,1
0-17,6.2,8820,"Edwards, Dr. Shelby",female,2,1
0-17,10.4,8821,"Logan, Sir. James",male,3,0
18-29,21.7,8822,"Fitzgerald, Col. Dylan",male,3,0
0-17,15.2,8823,"Hernandez, Sir. David",male,1,1
18-29,29.6,8824,"King, Dr. Calvin",male,1,1
18-29,18.5,8825,"Bentley, Dr. Christopher",male,1,0
18-29,22.9,8826,"Wright, Col. Michael",male,1,0
45-59,52.5,8827,"Henderson, Col. Gerald",male,1,1
30-44,32.6,8828,"Ross, Rev. Angel",male,2,0
30-44,32.6,8829,"Bryant, Countess. Amy",female,3,1
18-29,28.3,8830,"Foster, Lady. Karina",female,3,1
30-44,40.7,8831,"Dominguez, Mr. William",male,1,0
18-29,29.5,8832,"Valdez, Dr. Kyle",male,1,0
30-44,34.4,8833,"Sellers, Mr. Ryan",male,1,0
45-59,47.7,8834,"Kelly, Mrs. Stephanie",female,1,1
30-44,33.3,8835,"Marshall, Sir. Robert",male,3,0
30-44,43.5,8836,"Morrow, Mr. Nathan",male,2,0
30-44,34.4,8837,"Morrison, Mrs. Stephanie",female,2,1
45-59,56.7,8838,"Rivera, Mrs. Angela",female,1,1
30-44,36.9,8839,"Hernandez, Major. Vernon",male,2,0
60+,62.5,8840,"Morales, Major. Christopher",male,1,0
45-59,56.3,8841,"Harris, Dr. Marcus",male,1,0
45-59,47.1,8842,"Tapia, Col. Paul",male,1,1
30-44,44.2,8843,"Gonzalez, Col. Thomas",male,2,0
45-59,48.3,8844,"Haney, Dr. David",male,1,0
18-29,24.1,8845,"Blevins, Rev. James",male,1,1
30-44,37.4,8846,"Craig, Miss. Mary",female,1,1
18-29,23.2,8847,"Hendricks, Mrs. Crystal",female,3,0
18-29,20.6,8848,"Garcia, Major. Christopher",male,1,0
0-17,16.4,8849,"Johnson, Dr. Christine",female,1,1
45-59,48.5,8850,"Jones, Sir. Timothy",male,1,1
30-44,37.5,8851,"Gray, Dr. Courtney",female,1,1
30-44,32.5,8852,"Farmer, Col. Michael",male,2,0
60+,62.2,8853,"Jones, Col. Caleb",male,2,0
30-44,34.1,8854,"Cohen, Dr. Gabriela",female,2,1
18-29,28.2,8855,"Scott, Miss. Sarah",female,2,1
18-29,25.1,8856,"Patterson, Rev. Kyle",male,2,0
30-44,32.8,8857,"Thomas, Mrs. Katherine",female,1,1
45-59,48.9,8858,"Doyle, Dr. Richard",male,1,0
30-44,40.5,8859,"Howell, Col. Aaron",male,1,1
18-29,27.3,8860,"Floyd, Rev. Paul",male,1,0
30-44,40.8,8861,"Ellis, Mr. Joseph",male,1,1
0-17,12.7,8862,"Hall, Col. Bryan",male,2,0
18-29,28.0,8863,"Bass, Rev. Jose",male,1,0
45-59,46.9,8864,"Shields, Rev. Andrew",male,1,0
45-59,45.8,8865,"Wiley, Mrs. Meghan",female,1,1
60+,61.6,8866,"Flores, Mr. Anthony",male,1,0
30-44,31.5,8867,"Lewis, Dr. Rhonda",female,1,1
30-44,42.3,8868,"Trujillo, Dr. Juan",male,1,0
45-59,49.4,8869,"Bailey, Mrs. Kelsey",female,2,1
30-44,38.9,8870,"Baker, Lady. Sheri",female,2,0
0-17,11.8,8871,"Holland, Lady. Janice",female,2,1
45-59,47.9,8872,"Espinoza, Mr. Jeremy",male,3,0
18-29,21.7,8873,"Smith, Mrs. Lisa",female,3,1
30-44,38.3,8874,"Hogan, Dr. Steven",male,3,0
18-29,23.8,8875,"Kemp, Miss. Elizabeth",female,3,0
0-17,4.4,8876,"Williams, Mr. Leonard",male,3,0
30-44,38.9,8877,"Manning, Mr. Andrew",male,2,0
30-44,39.0,8878,"Whitaker, Dr. William",male,1,0
18-29,25.7,8879,"Garcia, Major. Manuel",male,3,0
18-29,18.5,8880,"Morrison, Lady. Amber",female,1,1
18-29,29.0,8881,"Joseph, Col. Lee",male,1,1
45-59,55.6,8882,"Delacruz, Major. Patrick",male,1,1
18-29,21.4,8883,"Mullins, Mrs. Sherri",female,2,1
45-59,57.3,8884,"Roach, Dr. Samuel",male,1,0
18-29,28.0,8885,"Woods, Lady. Kathryn",female,1,1
18-29,23.2,8886,"Stevens, Sir. James",male,1,0
30-44,36.9,8887,"Riggs, Mr. Jimmy",male,2,0
45-59,45.0,8888,"Graves, Dr. Tony",male,1,1
45-59,48.9,8889,"Brooks, Col. Thomas",male,1,1
18-29,29.8,8890,"Turner, Mr. George",male,3,0
0-17,0.2,8891,"Wood, Miss. Alexandria",female,2,1
30-44,42.9,8892,"Ortiz, Mrs. Mallory",female,1,1
30-44,39.9,8893,"Morrow, Sir. Tyler",male,3,0
45-59,47.5,8894,"Meyer, Rev. Vincent",male,1,0
45-59,46.3,8895,"Carter, Rev. Trevor",male,1,0
0-17,11.7,8896,"White, Dr. Deanna",female,3,1
18-29,26.3,8897,"Williams, Mrs. Sherry",female,1,1
18-29,27.0,8898,"Patton, Miss. Megan",female,2,1
45-59,50.2,8899,"Sherman, Rev. Ruben",male,1,0
45-59,47.0,8900,"West, Rev. Travis",male,1,1
30-44,37.8,8901,"Lynch, Dr. Elizabeth",female,1,0
30-44,33.4,8902,"Arnold, Rev. Hunter",male,1,1
30-44,36.1,8903,"Hancock, Mrs. Megan",female,1,1
0-17,12.7,8904,"Graham, Countess. Susan",female,2,1
0-17,0.3,8905,"Miller, Sir. Aaron",male,3,0
60+,74.6,8906,"Chen, Dr. Kevin",male,1,1
18-29,25.7,8907,"Jones, Miss. Vanessa",female,1,1
30-44,38.8,8908,"Warren, Sir. Jesse",male,3,0
18-29,22.2,8909,"Phillips, Mr. Daniel",male,1,1
30-44,32.9,8910,"Mullen, Rev. Jose",male,3,0
45-59,50.3,8911,"James, Mrs. Regina",female,1,1
18-29,25.4,8912,"Graham, Rev. Anthony",male,1,0
45-59,49.5,8913,"Brandt, Major. Samuel",male,1,0
18-29,28.3,8914,"Garcia, Miss. Rose",female,1,1
30-44,37.5,8915,"Jones, Mrs. Cheryl",female,3,0
0-17,17.5,8916,"Tucker, Dr. Megan",female,1,1
60+,62.9,8917,"Newman, Rev. Alexander",male,1,0
0-17,8.8,8918,"Herrera, Col. Derek",male,2,0
