PassengerId,Pclass,Survived,Name,Sex,Age
8160,1,1,"Roberts, Dr. Alicia",female,30.8
8161,2,0,"Gonzalez, Sir. Christopher",male,45.4
8162,1,0,"Hubbard, Dr. David",male,43.8
8163,1,1,"Campbell, Dr. Karen",female,31.5
8164,1,1,"Harvey, Countess. Emma",female,42.1
8165,1,1,"Hansen, Col. Michael",male,38.8
8166,1,1,"Gonzalez, Sir. Matthew",male,29.5
8167,3,0,"Mcclure, Sir. Anthony",male,4.9
8168,3,0,"Clark, Rev. Patrick",male,32.1
8169,1,1,"Wang, Countess. Colleen",female,26.5
8170,1,0,"Williams, Mr. Roger",male,31.8
8171,1,0,"Vaughn, Major. John",male,31.9
8172,2,1,"Lowe, Lady. Rebecca",female,11.2
8173,3,1,"Berry, Dr. Kevin",male,26.7
8174,1,0,"Bailey, Col. Joseph",male,53.3
8175,3,0,"Sanchez, Rev. Nicholas",male,18.6
8176,1,0,"Richards, Major. Tony",male,21.9
8177,1,1,"Walter, Sir. Bruce",male,55.5
8178,1,1,"Myers, Sir. David",male,68.2
8179,2,0,"Burgess, Mr. Thomas",male,35.3
8180,3,0,"Morgan, Dr. Justin",male,13.5
8181,1,0,"Ellis, Rev. James",male,67.6
8182,2,0,"Rogers, Countess. Ashley",female,24.0
8183,3,0,"Mcdaniel, Countess. Tammy",female,14.5
8184,3,0,"Cervantes, Major. David",male,31.9
8185,1,0,"Miller, Major. Ryan",male,17.3
8186,1,0,"Porter, Rev. Steve",male,32.5
8187,1,1,"Wilson, Mrs. Yolanda",female,31.6
8188,2,0,"King, Major. Edward",male,31.2
8189,1,1,"Ryan, Miss. Kelly",female,0.4
8190,3,0,"Cooley, Mr. Aaron",male,32.5
8191,1,0,"Morrison, Col. Brandon",male,45.8
8192,2,1,"Gross, Rev. Christopher",male,0.3
8193,2,0,"Burke, Major. Mario",male,40.7
8194,1,1,"Bradford, Countess. Amanda",female,47.2
8195,1,1,"Cox, Miss. Ashley",female,19.2
8196,1,0,"Morris, Mr. Phillip",male,26.0
8197,1,1,"Fowler, Dr. Alexis",female,41.2
8198,2,1,"Nguyen, Dr. Karen",female,35.4
8199,2,1,"Ward, Miss. Jamie",female,42.1
8200,1,1,"Bishop, Dr. Jill",female,23.8
8201,3,0,"Sutton, Mr. Daniel",male,15.1
8202,2,0,"Holmes, Major. Troy",male,25.7
8203,1,1,"Cohen, Dr. Lauren",female,12.5
8204,3,0,"Smith, Major. Tony",male,30.9
8205,1,1,"Juarez, Major. Timothy",male,53.5
8206,2,1,"Black, Miss. Sherry",female,66.8
8207,1,1,"Phillips, Sir. Kenneth",male,32.2
8208,1,1,"Ramirez, Miss. Rachel",female,34.2
8209,1,1,"Wilson, Mr. David",male,20.3
8210,1,1,"Bennett, Lady. Mary",female,41.8
8211,3,0,"Welch, Sir. Brian",male,10.8
8212,1,1,"Edwards, Rev. James",male,48.7
8213,1,1,"Nelson, Sir. Kerry",male,48.4
8214,1,1,"Saunders, Col. Jordan",male,59.3
8215,1,1,"Miles, Dr. Jacqueline",female,33.4
8216,1,0,"Ali, Rev. Darren",male,40.8
8217,1,0,"Barnes, Col. Timothy",male,47.6
8218,2,0,"Chaney, Sir. Kevin",male,52.2
8219,1,1,"Drake, Mr. Ronald",male,26.2
8220,1,1,"Ballard, Mr. Phillip",male,34.7
8221,2,0,"Ramirez, Major. Curtis",male,47.2
8222,3,1,"Blake, Miss. Amber",female,27.3
8223,1,1,"Pruitt, Mr. Scott",male,44.8
8224,3,0,"Rodriguez, Dr. Jerry",male,38.4
8225,3,0,"Bell, Rev. John",male,21.6
8226,2,1,"Harvey, Miss. Terry",female,39.0
8227,1,1,"Dennis, Dr. Lisa",female,35.4
8228,1,0,"Andrade, Mr. John",male,57.8
8229,1,0,"Alvarez, Sir. Steven",male,53.1
8230,1,0,"Arellano, Col. James",male,35.3
8231,1,1,"Williams, Dr. Susan",female,37.5
8232,2,1,"Everett, Dr. John",male,19.6
8233,1,1,"Meza, Miss. Lauren",female,35.7
8234,3,0,"Black, Mr. Billy",male,49.2
8235,2,0,"Jones, Major. Charles",male,32.9
8236,1,1,"Smith, Miss. Jessica",female,48.3
8237,1,0,"Macias, Col. James",male,44.6
8238,3,0,"Mills, Rev. Steven",male,31.6
8239,2,0,"Rogers, Rev. Charles",male,12.8
8240,3,0,"Vazquez, Sir. Christopher",male,12.5
8241,1,1,"Watson, Lady. Shannon",female,52.9
8242,2,1,"Parks, Dr. Nicholas",male,34.9
8243,3,0,"Green, Major. Zachary",male,17.4
8244,1,0,"Allen, Col. Cole",male,40.9
8245,1,1,"Odom, Lady. Meredith",female,26.7
8246,1,0,"Singleton, Col. Jonathon",male,33.9
8247,2,0,"Robinson, Mr. Ryan",male,7.6
8248,1,1,"White, Lady. Victoria",female,54.3
8249,1,0,"Trujillo, Dr. Kenneth",male,27.5
8250,1,0,"Short, Rev. Richard",male,56.5
8251,1,0,"Francis, Rev. Vincent",male,25.2
8252,1,0,"Williams, Dr. Michael",male,58.0
8253,1,1,"Perry, Lady. Savannah",female,22.6
8254,3,1,"Alexander, Lady. Cheryl",female,25.3
8255,1,1,"Roberts, Mrs. Tiffany",female,20.8
8256,1,0,"Moore, Mr. Michael",male,46.3
8257,1,0,"Barber, Sir. Mike",male,35.3
8258,1,0,"Tyler, Sir. Timothy",male,52.2
8259,2,0,"Kelley, Major. David",male,19.9
8260,2,0,"Davis, Rev. Thomas",male,15.7
8261,2,0,"Hudson, Col. Matthew",male,40.6
8262,3,0,"Cannon, Dr. Kelly",female,25.4
8263,1,1,"Wright, Lady. Marilyn",female,41.2
8264,1,1,"Sutton, Dr. Jessica",female,22.5
8265,1,1,"Mitchell, Dr. Alejandra",female,36.7
8266,1,1,"Richards, Mr. Travis",male,49.3
8267,1,1,"Shepherd, Lady. Stacey",female,45.2
8268,2,0,"Guerra, Major. Tracy",male,31.0
8269,2,0,"Rodriguez, Major. Louis",male,21.9
8270,1,0,"Dunn, Mr. Joshua",male,44.3
8271,1,0,"Lewis, Rev. Tommy",male,26.5
8272,2,0,"Rodriguez, Sir. Timothy",male,26.0
8273,3,0,"Scott, Major. Michael",male,39.2
8274,1,1,"Dodson, Dr. Anne",female,51.0
8275,1,1,"Gonzalez, Mr. Joseph",male,35.1
8276,2,0,"Vasquez, Major. Joseph",male,28.1
8277,2,0,"Brennan, Sir. Keith",male,30.8
8278,1,1,"Stevenson, Col. Daniel",male,26.5
8279,2,0,"Smith, Rev. Michael",male,43.6
8280,1,0,"Ramirez, Major. Daniel",male,58.6
8281,3,0,"Hood, Rev. Andrew",male,6.9
8282,1,1,"Murphy, Countess. April",female,36.6
8283,2,1,"Mcmillan, Miss. Debra",female,42.5
8284,1,0,"Rodgers, Dr. Timothy",male,37.0
8285,2,0,"Pope, Mr. Justin",male,31.5
8286,1,1,"Atkins, Dr. Michelle",female,22.6
8287,1,0,"Hughes, Mr. Michael",male,64.2
8288,1,0,"Barnes, Major. Nicholas",male,31.1
8289,3,0,"Jones, Dr. Kelly",female,25.8
8290,3,1,"Davenport, Miss. Katie",female,20.5
8291,1,0,"Gilbert, Lady. Ashley",female,17.8
8292,2,0,"Sims, Rev. Michael",male,41.9
8293,1,1,"Wilson, Dr. Ashley",female,49.8
8294,2,0,"Powell, Major. Tony",male,55.8
8295,1,1,"Lloyd, Miss. Kimberly",female,37.4
8296,1,1,"Perkins, Lady. Jessica",female,18.1
8297,1,1,"Wallace, Lady. Emily",female,15.6
8298,2,0,"Mullins, Mr. Taylor",male,37.4
8299,2,0,"Tucker, Mr. Robert",male,38.4
8300,2,1,"Wells, Mrs. Jessica",female,17.2
8301,3,0,"Price, Col. Jared",male,38.3
8302,1,0,"Simpson, Sir. Todd",male,42.7
8303,3,1,"Morgan, Dr. Kayla",female,25.1
8304,2,1,"Roth, Mr. Brian",male,58.1
8305,1,0,"Alexander, Major. Brian",male,61.3
8306,1,0,"Rodriguez, Mr. Jason",male,44.1
8307,1,1,"Kelly, Miss. Alexis",female,26.8
8308,3,0,"Thompson, Rev. Ernest",male,29.4
8309,3,0,"Williams, Rev. Chris",male,0.3
8310,2,0,"Nelson, Dr. Maxwell",male,18.2
8311,1,0,"Welch, Rev. Nathan",male,53.5
8312,1,1,"Castillo, Mrs. Ashley",female,17.7
8313,2,1,"Brown, Miss. Marcia",female,28.9
8314,2,1,"House, Countess. Kimberly",female,46.0
8315,3,0,"Townsend, Dr. Miguel",male,25.9
8316,1,0,"Wilson, Mr. Edward",male,52.6
8317,1,1,"Cordova, Mr. Steven",male,44.7
8318,2,0,"Newman, Sir. Jacob",male,14.6
8319,2,1,"Stephens, Lady. Denise",female,49.1
8320,2,1,"Kirk, Lady. Meredith",female,28.5
8321,1,0,"Wright, Major. John",male,61.2
8322,2,1,"Thomas, Sir. Victor",male,48.5
8323,3,1,"Mendoza, Lady. Laura",female,13.0
8324,1,0,"Turner, Col. Steven",male,44.3
8325,1,1,"Lawson, Col. Corey",male,39.6
8326,3,0,"Jackson, Dr. Brian",male,13.1
8327,2,0,"Randolph, Mr. James",male,39.2
8328,1,1,"Hood, Mrs. Tracy",female,30.6
8329,2,0,"Murphy, Rev. James",male,33.5
8330,2,0,"Flores, Dr. Ronald",male,65.5
8331,1,1,"Jones, Major. Jose",male,38.8
8332,1,0,"Schwartz, Sir. Michael",male,44.3
8333,1,0,"Haynes, Col. Samuel",male,49.8
8334,2,0,"Guzman, Col. Justin",male,42.1
8335,1,1,"Stevens, Major. Ronald",male,65.5
8336,1,1,"Caldwell, Col. Hector",male,44.1
8337,1,1,"Cook, Lady. Briana",female,46.1
8338,1,1,"Stout, Countess. Megan",female,34.8
8339,1,1,"Alexander, Mrs. Debbie",female,43.2
8340,1,1,"Lucas, Mrs. Stacie",female,31.5
8341,1,0,"Gonzalez, Mr. Richard",male,28.0
8342,1,1,"Smith, Dr. Mary",female,42.0
8343,1,0,"Mcdaniel, Col. Frederick",male,48.1
8344,2,1,"Parker, Mrs. Pamela",female,20.8
8345,1,1,"Spencer, Countess. Ebony",female,33.7
8346,3,0,"Prince, Rev. Christopher",male,35.4
8347,1,1,"Romero, Lady. Lisa",female,45.5
8348,2,1,"Stafford, Countess. Jillian",female,32.6
8349,1,1,"Bell, Miss. Jessica",female,42.9
8350,1,1,"Williams, Dr. Tiffany",female,21.3
8351,2,0,"Hill, Rev. Mark",male,31.5
8352,2,1,"Greene, Dr. Brianna",female,20.3
8353,3,0,"Jones, Rev. David",male,25.2
8354,1,0,"Schmitt, Col. James",male,57.8
8355,1,1,"Rodriguez, Dr. Cynthia",female,14.7
8356,3,0,"Alexander, Mrs. Brittany",female,24.3
8357,1,1,"Miller, Mrs. Carmen",female,37.4
8358,2,0,"Brooks, Sir. Joshua",male,39.6
8359,1,1,"Carrillo, Dr. Terri",female,38.9
8360,2,1,"Hanson, Miss. Allison",female,10.7
8361,1,0,"Welch, Rev. James",male,60.1
8362,2,0,"Baker, Major. Daniel",male,9.3
8363,1,0,"Martinez, Rev. Bradley",male,45.1
8364,2,1,"Robinson, Dr. Zachary",male,35.4
8365,3,1,"Ferrell, Lady. Connie",female,9.4
8366,3,1,"Weaver, Countess. Karen",female,22.9
8367,2,0,"Ramirez, Rev. Andrew",male,32.6
8368,1,1,"Marshall, Lady. Brooke",female,19.7
8369,3,0,"Thomas, Countess. Stephanie",female,19.6
8370,3,1,"Palmer, Dr. Terri",female,0.3
8371,3,0,"Rogers, Dr. Douglas",male,38.0
8372,1,1,"Moran, Mr. Kevin",male,57.4
8373,3,0,"Bautista, Sir. Chase",male,22.9
8374,1,1,"Henderson, Col. Anthony",male,44.1
8375,3,1,"Howell, Mr. Justin",male,48.0
8376,1,0,"Bond, Col. Shane",male,28.7
8377,2,0,"Gilbert, Rev. Mitchell",male,25.2
8378,3,0,"Smith, Dr. Alan",male,32.8
8379,1,1,"Giles, Mrs. Angela",female,50.6
8380,3,0,"Gray, Miss. Karen",female,21.7
8381,1,1,"Armstrong, Dr. Kyle",male,49.7
8382,1,1,"Strong, Dr. Andrew",male,44.0
8383,3,0,"Kim, Major. Jose",male,12.7
8384,1,0,"Tate, Major. Nathan",male,58.1
8385,2,0,"Parks, Sir. Michael",male,36.1
8386,2,1,"Flores, Mrs. Michelle",female,31.7
8387,2,1,"Howard, Lady. Shannon",female,38.9
8388,2,1,"Kim, Major. Jeffrey",male,44.7
8389,3,0,"Meyer, Dr. Lisa",female,16.9
8390,2,0,"Bell, Dr. Jared",male,19.7
8391,1,0,"Avila, Dr. Timothy",male,20.8
8392,1,1,"Clark, Mrs. Jessica",female,28.2
8393,1,1,"Wilkinson, Mr. Zachary",male,36.7
8394,1,1,"Page, Dr. Shawn",male,49.0
8395,1,1,"Nolan, Sir. Clifford",male,41.0
8396,1,1,"Spence, Countess. Cassandra",female,35.7
8397,3,0,"Ingram, Major. Michael",male,45.0
8398,1,0,"Howard, Col. William",male,32.2
8399,1,1,"Tucker, Dr. Patrick",male,50.7
8400,1,1,"Hart, Dr. Sydney",female,26.3
8401,2,1,"Rasmussen, Mrs. Christina",female,33.9
8402,1,0,"Morgan, Col. Stephen",male,58.1
8403,2,1,"Rivera, Lady. Christine",female,17.1
8404,2,1,"Porter, Countess. Veronica",female,34.7
8405,3,0,"Burch, Rev. John",male,53.8
8406,1,0,"Mendoza, Dr. Charles",male,26.8
8407,3,0,"Meyer, Col. Aaron",male,27.0
8408,1,0,"Smith, Sir. William",male,44.5
8409,1,0,"Rogers, Sir. David",male,59.0
8410,2,0,"Miller, Rev. Justin",male,41.3
8411,1,0,"Gillespie, Mr. Paul",male,46.5
8412,2,0,"Mccall, Major. Michael",male,59.4
8413,3,0,"Smith, Miss. Kari",female,17.9
8414,3,0,"Barnes, Col. Randy",male,54.0
8415,1,1,"Liu, Dr. Jamie",female,37.7
8416,2,0,"Martinez, Col. Jeffrey",male,0.5
8417,2,0,"Stone, Mr. Thomas",male,37.4
8418,1,1,"Hogan, Sir. Joshua",male,27.3
8419,1,1,"Beck, Sir. Mark",male,24.6
8420,1,1,"Gonzalez, Dr. Kimberly",female,18.8
8421,1,1,"Murray, Miss. Tamara",female,44.2
8422,1,0,"Allen, Dr. Dale",male,4.9
8423,1,0,"Lee, Mrs. Megan",female,35.0
8424,1,1,"Webb, Mr. Aaron",male,24.4
8425,1,1,"Baker, Miss. Katie",female,34.8
8426,1,0,"Gonzales, Col. James",male,58.9
8427,3,0,"Smith, Major. John",male,19.3
8428,2,1,"Anderson, Lady. Paula",female,36.8
8429,1,0,"Sanders, Col. Steven",male,46.0
8430,1,1,"Cox, Dr. Kristen",female,32.7
8431,1,1,"Nguyen, Sir. Jeffrey",male,56.9
8432,1,1,"Aguilar, Dr. Virginia",female,37.0
8433,3,0,"Keller, Mr. Andrew",male,40.5
8434,1,1,"Harrison, Lady. Tammy",female,37.0
8435,1,1,"Sparks, Col. Mark",male,36.9
8436,3,1,"Torres, Dr. Lindsay",female,16.7
8437,2,1,"Santos, Lady. Nancy",female,49.7
8438,2,0,"Summers, Col. Garrett",male,5.7
8439,1,0,"Steele, Major. Dakota",male,62.7
8440,3,0,"Fuller, Col. Peter",male,5.6
8441,2,0,"Fisher, Col. David",male,21.4
8442,1,1,"Perry, Miss. Teresa",female,19.7
8443,1,1,"Lewis, Lady. Dana",female,37.9
8444,2,1,"Hayden, Dr. Taylor",female,18.9
8445,3,0,"Jackson, Sir. Kyle",male,37.7
8446,1,1,"Hanson, Sir. Mark",male,49.2
8447,3,0,"Cox, Mr. Charles",male,18.4
8448,1,0,"Pittman, Sir. Sean",male,20.1
8449,2,0,"Andrews, Mr. Paul",male,21.3
8450,1,0,"Hall, Sir. Nathan",male,32.3
8451,1,1,"Cohen, Lady. Jamie",female,37.2
8452,3,0,"Peterson, Miss. Kari",female,46.0
8453,2,0,"Rodriguez, Col. James",male,16.2
8454,3,0,"James, Col. Aaron",male,35.3
8455,1,0,"Wiggins, Sir. Cristian",male,39.7
8456,3,1,"Mcmillan, Countess. Nicole",female,16.9
8457,3,1,"Williams, Miss. Rhonda",female,29.7
8458,2,1,"Tapia, Dr. Amy",female,28.8
8459,3,0,"Johnson, Dr. Derrick",male,24.6
8460,3,0,"Montoya, Dr. Cheryl",female,40.2
8461,2,0,"Patel, Col. Edward",male,20.1
8462,1,1,"Foster, Dr. Krystal",female,41.0
8463,1,0,"Johnson, Major. Michael",male,54.5
8464,1,1,"Warner, Countess. Chelsea",female,25.2
8465,1,1,"Bates, Lady. Deborah",female,57.4
8466,1,1,"Barnes, Lady. Shannon",female,47.5
8467,2,0,"Carroll, Sir. John",male,27.7
8468,2,0,"Parks, Major. Dennis",male,39.8
8469,1,1,"Ford, Dr. Emily",female,15.1
8470,2,1,"Golden, Lady. Patricia",female,31.3
8471,3,1,"Smith, Dr. Jacqueline",female,12.6
8472,2,0,"Johns, Rev. Matthew",male,31.2
8473,1,1,"Gamble, Countess. Sara",female,42.4
8474,2,0,"Smith, Major. Travis",male,10.1
8475,1,1,"Clayton, Lady. Nicole",female,0.3
8476,2,0,"Lynch, Dr. Caleb",male,35.2
8477,1,1,"Miller, Rev. Robert",male,54.2
8478,3,0,"Richardson, Col. Omar",male,25.6
8479,3,0,"Foster, Mr. Daniel",male,30.0
8480,1,1,"Perez, Dr. Jessica",female,29.2
8481,3,0,"Taylor, Countess. Jasmine",female,8.9
8482,1,0,"Finley, Col. Jacob",male,52.6
8483,3,0,"Fox, Rev. Antonio",male,51.4
8484,1,1,"Woods, Sir. William",male,47.0
8485,3,1,"Shah, Countess. Gina",female,6.9
8486,3,0,"Church, Sir. Juan",male,24.8
8487,1,0,"Gomez, Mr. Kevin",male,66.9
8488,2,0,"Wood, Major. Russell",male,29.8
8489,1,0,"Rowland, Sir. Ryan",male,36.4
8490,3,1,"Clark, Lady. Wanda",female,18.5
8491,1,0,"Ewing, Sir. Brian",male,47.8
8492,1,0,"Browning, Col. Timothy",male,51.1
8493,1,1,"Fisher, Dr. Caroline",female,55.1
8494,1,1,"Alexander, Mr. Cameron",male,54.8
8495,2,0,"Woods, Rev. Matthew",male,32.4
8496,1,1,"Orozco, Miss. Whitney",female,50.3
8497,2,0,"Perez, Dr. Christopher",male,16.9
8498,1,1,"Reed, Lady. Brenda",female,47.3
8499,2,0,"Carroll, Col. Jordan",male,68.5
8500,1,1,"Porter, Mrs. Taylor",female,27.3
8501,1,0,"Daniel, Sir. Anthony",male,36.3
8502,1,1,"Lee, Rev. John",male,39.8
8503,2,0,"Cole, Sir. Matthew",male,54.9
8504,2,0,"Wilson, Major. Richard",male,55.4
8505,1,1,"Cooley, Major. Keith",male,43.7
8506,1,1,"Farmer, Countess. Dana",female,40.7
8507,2,1,"Boyle, Mrs. Morgan",female,27.6
8508,3,0,"Solis, Major. Steven",male,21.9
8509,1,1,"Hill, Mr. Jason",male,74.2
8510,1,1,"Hess, Major. John",male,5.6
8511,2,0,"Sanchez, Major. Thomas",male,45.2
8512,2,0,"Moreno, Rev. Donald",male,58.3
8513,1,1,"Stephenson, Miss. Andrea",female,33.6
8514,1,0,"Gonzalez, Mr. Alexander",male,46.5
8515,1,0,"Lewis, Col. Timothy",male,73.9
8516,1,0,"Goodman, Dr. Christian",male,29.5
8517,1,1,"Phillips, Dr. Tanner",male,30.9
8518,3,0,"Hawkins, Sir. Andrew",male,29.6
8519,1,1,"Nelson, Lady. Kelly",female,45.1
8520,3,1,"Ali, Miss. Angela",female,32.8
8521,2,0,"Duncan, Mr. Jeffrey",male,31.1
8522,1,1,"Suarez, Mrs. Katherine",female,58.0
8523,3,0,"Hunter, Countess. Melissa",female,13.7
8524,2,1,"French, Countess. Jessica",female,16.1
8525,3,0,"Nguyen, Dr. Chad",male,30.3
8526,2,1,"Jimenez, Countess. Rachel",female,29.9
8527,3,0,"Warren, Mr. Travis",male,4.3
8528,3,1,"Allen, Mrs. Mary",female,21.0
8529,3,0,"Burns, Dr. Bruce",male,49.5
8530,2,1,"Taylor, Mrs. Lisa",female,19.9
8531,1,1,"Brown, Major. Mark",male,11.1
8532,1,0,"Dixon, Countess. Tina",female,20.6
8533,1,1,"Peterson, Lady. Linda",female,19.6
8534,1,0,"Sanders, Sir. Joshua",male,59.3
8535,1,0,"Martinez, Major. Matthew",male,48.7
8536,3,0,"Santana, Sir. Charles",male,33.1
8537,1,1,"Mcconnell, Countess. Lauren",female,39.0
8538,2,0,"Donovan, Sir. Kenneth",male,9.5
8539,1,1,"Rodriguez, Lady. Alexandra",female,44.4
8540,2,0,"Mitchell, Sir. Brandon",male,21.2
8541,1,0,"Benson, Dr. Jerome",male,36.6
8542,1,0,"Acosta, Dr. Kathy",female,36.2
8543,1,0,"Hayes, Rev. John",male,48.8
8544,2,1,"Bell, Lady. Margaret",female,18.8
8545,3,1,"Martin, Lady. Kelsey",female,31.5
8546,1,1,"Waters, Dr. Shelby",female,33.5
8547,2,1,"Mitchell, Miss. Cindy",female,31.9
8548,1,1,"Wade, Dr. Kaylee",female,24.0
8549,1,0,"Church, Major. Jonathan",male,26.2
8550,3,0,"Bowen, Dr. Brad",male,15.8
8551,1,1,"Acosta, Lady. April",female,33.5
8552,2,0,"Meadows, Rev. Edward",male,20.9
8553,1,0,"Chaney, Dr. Christopher",male,49.9
8554,1,1,"Rodriguez, Dr. Breanna",female,16.5
8555,1,1,"Solomon, Dr. Michael",male,48.7
8556,1,0,"Valentine, Rev. Herbert",male,35.7
8557,1,0,"Clark, Mr. Peter",male,46.7
8558,1,1,"Nelson, Rev. John",male,66.9
8559,1,0,"Patrick, Col. John",male,37.3
8560,1,1,"Williams, Countess. Kimberly",female,7.1
8561,2,1,"Cole, Col. Robert",male,23.8
8562,3,0,"White, Rev. Alexander",male,27.9
8563,1,1,"Lane, Dr. Nicole",female,26.5
8564,2,1,"Knapp, Major. Travis",male,18.1
8565,2,0,"Lee, Mr. Roger",male,53.2
8566,1,1,"Humphrey, Mrs. Andrea",female,38.7
8567,2,1,"Stein, Dr. Nicole",female,35.9
8568,3,0,"Clayton, Countess. Jill",female,30.2
8569,2,0,"Warner, Major. Todd",male,53.8
8570,3,0,"Cruz, Miss. Stephanie",female,28.5
8571,1,1,"Patel, Dr. Patrick",male,46.4
8572,1,0,"Davis, Dr. Michael",male,33.6
8573,3,1,"Wang, Miss. Mackenzie",female,23.9
8574,3,0,"Martinez, Sir. Travis",male,28.5
8575,3,1,"Mason, Mrs. Rebecca",female,17.6
8576,1,1,"Hale, Lady. Nichole",female,32.3
8577,1,0,"Aguilar, Major. Christopher",male,52.7
8578,2,1,"Bridges, Countess. Bethany",female,30.8
8579,1,1,"Davis, Dr. Sandra",female,54.2
8580,1,1,"Hernandez, Major. Matthew",male,21.5
8581,2,0,"Neal, Col. John",male,33.8
8582,1,1,"Russell, Dr. Debra",female,34.8
8583,1,1,"Ross, Dr. Christopher",male,66.7
8584,2,0,"Ortiz, Major. Joe",male,10.1
8585,2,0,"Butler, Col. Stephen",male,30.2
8586,1,0,"Wilson, Rev. Brent",male,79.0
8587,2,1,"Simpson, Dr. Dana",female,27.4
8588,3,0,"Hutchinson, Rev. Michael",male,32.6
8589,1,0,"Andrews, Mr. David",male,61.9
8590,3,0,"Burgess, Rev. Thomas",male,15.5
8591,1,0,"Rowland, Sir. David",male,52.8
8592,1,1,"Hebert, Mr. Glenn",male,70.9
8593,3,1,"Hale, Countess. Stephanie",female,47.0
8594,1,0,"Moore, Col. Donald",male,25.1
8595,3,1,"Moore, Dr. Alyssa",female,26.0
8596,1,1,"Henderson, Countess. Kathleen",female,37.8
8597,1,1,"Porter, Sir. Tyler",male,28.8
8598,1,0,"Sullivan, Countess. Janet",female,33.4
8599,1,1,"Peterson, Rev. Joshua",male,27.0
8600,2,0,"Taylor, Sir. Luis",male,34.4
8601,1,0,"Ellis, Col. Ross",male,45.2
8602,1,0,"Parker, Col. Daniel",male,40.4
8603,3,0,"Anderson, Dr. Tyler",male,30.3
8604,2,1,"Moss, Lady. Jennifer",female,50.4
8605,1,1,"Warren, Major. Bryan",male,65.0
8606,3,0,"Ramos, Dr. Antonio",male,8.1
8607,3,0,"Ramirez, Col. Nathan",male,37.9
8608,3,0,"Lozano, Col. Eric",male,18.9
8609,1,1,"Khan, Rev. Roy",male,20.8
8610,1,1,"Newton, Mrs. Angel",female,37.4
8611,3,1,"Ross, Rev. Erik",male,25.9
8612,1,0,"Lopez, Sir. Andre",male,41.9
8613,1,0,"Petty, Sir. Kenneth",male,55.4
8614,1,1,"Ferguson, Countess. Stephanie",female,28.3
8615,3,0,"Smith, Lady. Megan",female,0.3
8616,1,1,"Lamb, Sir. Billy",male,39.4
8617,1,0,"Bush, Dr. Richard",male,30.4
8618,2,0,"Mcbride, Sir. Bradley",male,35.1
8619,3,0,"Williams, Miss. Debra",female,13.7
8620,2,1,"Myers, Mrs. Joan",female,5.8
8621,1,0,"Graham, Col. Matthew",male,25.6
8622,2,0,"Gray, Dr. Natasha",female,32.7
8623,1,0,"Smith, Col. William",male,7.2
8624,1,1,"Chen, Rev. Frank",male,51.2
8625,1,0,"Harris, Col. Zachary",male,35.8
8626,1,1,"Hardin, Countess. Tammy",female,24.5
8627,1,0,"Craig, Sir. Jason",male,0.5
8628,1,0,"Welch, Dr. John",male,21.6
8629,1,0,"Willis, Mr. Steven",male,49.7
8630,2,0,"Ruiz, Mr. Michael",male,34.3
8631,1,1,"Santos, Lady. Sarah",female,30.7
8632,3,1,"Young, Mrs. Diane",female,13.9
8633,2,0,"Reynolds, Dr. Charles",male,48.2
8634,1,1,"Moore, Countess. Margaret",female,17.5
8635,3,0,"Hanson, Sir. James",male,28.7
8636,1,0,"Floyd, Rev. Corey",male,44.0
8637,3,0,"Rodriguez, Major. Christian",male,40.2
8638,1,0,"Burns, Mr. Joshua",male,52.9
8639,1,1,"Martinez, Sir. Donald",male,33.6
8640,1,1,"Williamson, Lady. Denise",female,46.5
8641,2,0,"Mccann, Major. Brian",male,37.6
8642,2,0,"Lopez, Sir. James",male,46.4
8643,1,1,"Gould, Major. Donald",male,54.1
8644,1,0,"Hill, Col. Billy",male,30.8
8645,1,1,"Carr, Lady. Jessica",female,25.2
8646,1,1,"Valenzuela, Miss. Tina",female,19.1
8647,1,1,"Silva, Sir. David",male,56.6
8648,1,0,"Cox, Dr. John",male,21.3
8649,1,1,"Wong, Countess. Lisa",female,45.6
8650,2,1,"Jones, Dr. Danielle",female,19.5
8651,1,0,"Martinez, Sir. Timothy",male,29.0
8652,2,1,"Morrow, Lady. Heather",female,47.0
8653,1,0,"Wilcox, Major. George",male,63.6
8654,2,0,"Johnson, Mr. Ross",male,19.3
8655,1,1,"Gill, Col. Juan",male,51.6
8656,1,1,"Osborne, Rev. Darryl",male,60.9
8657,2,0,"Harris, Dr. Thomas",male,29.7
8658,1,1,"Nunez, Lady. Jennifer",female,40.3
8659,2,0,"Chapman, Col. Jamie",male,24.8
8660,1,0,"Jackson, Mrs. Rebecca",female,24.6
8661,1,1,"Clark, Col. Thomas",male,32.1
8662,1,1,"Clark, Sir. Anthony",male,39.8
8663,1,1,"Craig, Lady. Sharon",female,44.8
8664,1,0,"Blake, Major. Joshua",male,29.7
8665,1,0,"Ross, Dr. William",male,45.2
8666,3,0,"Peterson, Sir. Kyle",male,39.2
8667,1,0,"Oneill, Col. Christopher",male,28.3
8668,2,0,"Love, Rev. Charles",male,38.0
8669,3,0,"Gallegos, Major. Dean",male,31.4
8670,2,0,"Murillo, Col. Charles",male,39.1
8671,1,0,"Lee, Major. Kevin",male,0.4
8672,1,0,"Nguyen, Rev. Ryan",male,30.8
8673,1,1,"Flores, Mrs. Patricia",female,15.7
8674,3,1,"Fox, Lady. Crystal",female,15.6
8675,1,0,"Taylor, Col. Noah",male,47.7
8676,2,0,"Webster, Rev. Michael",male,33.2
