Embarked,Survived,PassengerId,Name,Pclass,Sex,Age
S,0,7422,"Ware, Major. Alex",2,male,24.7
S,0,7423,"Monroe, Rev. Joshua",3,male,20.8
C,1,7424,"Greene, Sir. Jeffrey",3,male,33.6
S,0,7425,"Mcknight, Rev. Charles",2,male,37.4
C,1,7426,"Shelton, Lady. Julia",1,female,32.9
S,1,7427,"Rice, Mr. Randall",1,male,22.9
S,0,7428,"King, Major. Daniel",2,male,42.8
S,0,7429,"Sosa, Sir. Tony",1,male,41.8
S,0,7430,"Owens, Major. Eric",1,male,47.0
S,0,7431,"Smith, Col. Kevin",3,male,16.2
S,0,7432,"Briggs, Major. Jason",1,male,55.1
S,1,7433,"Livingston, Dr. Kimberly",1,female,43.8
S,0,7434,"Solis, Col. Kyle",1,male,32.6
S,0,7435,"Wagner, Mr. Travis",3,male,18.8
S,1,7436,"Gonzalez, Lady. Sharon",2,female,17.8
S,1,7437,"Cortez, Lady. Michelle",1,female,36.5
S,1,7438,"Morales, Mrs. Dominique",1,female,54.4
S,1,7439,"Carter, Countess. Katie",2,female,42.9
S,1,7440,"Hubbard, Miss. Rebecca",3,female,19.4
S,1,7441,"Choi, Mr. Mark",1,male,48.4
C,1,7442,"Gilmore, Mrs. Laura",1,female,31.2
C,1,7443,"Hernandez, Rev. Donald",1,male,43.9
C,0,7444,"Petersen, Rev. Robert",1,male,50.9
S,1,7445,"Moyer, Sir. Joseph",1,male,55.5
S,0,7446,"House, Major. Billy",3,male,18.9
S,0,7447,"Saunders, Major. Michael",3,male,41.4
C,1,7448,"Washington, Sir. Robert",1,male,41.3
Q,0,7449,"Hall, Col. Eric",1,male,25.1
S,0,7450,"Merritt, Col. Lance",1,male,33.9
C,1,7451,"Ramirez, Mr. Jeremiah",1,male,23.5
S,1,7452,"Suarez, Rev. Wyatt",1,male,26.7
Q,1,7453,"Adkins, Dr. Susan",2,female,10.0
Q,0,7454,"Jones, Major. Marc",3,male,16.4
S,1,7455,"Thomas, Miss. Connie",1,female,30.1
S,0,7456,"Sims, Mr. Nathan",1,male,49.1
S,0,7457,"Campbell, Dr. Timothy",2,male,17.0
S,0,7458,"Mclaughlin, Dr. Ronnie",1,male,15.0
S,0,7459,"May, Col. Charles",2,male,44.3
S,0,7460,"Dalton, Miss. Kimberly",3,female,36.0
S,0,7461,"Rodriguez, Dr. David",1,male,71.0
S,1,7462,"Rodriguez, Major. Charles",1,male,39.7
S,0,7463,"Martinez, Major. William",3,male,4.9
S,0,7464,"Gutierrez, Major. Ralph",2,male,41.5
S,0,7465,"White, Major. Jason",3,male,7.1
Q,0,7466,"Foster, Rev. Daniel",1,male,41.4
S,0,7467,"Ball, Major. Kenneth",2,male,52.2
S,1,7468,"Abbott, Dr. Teresa",1,female,48.1
S,1,7469,"Villa, Miss. Kelsey",2,female,30.6
Q,0,7470,"Wang, Sir. Benjamin",1,male,41.4
S,1,7471,"Mosley, Dr. Karina",1,female,45.0
S,1,7472,"Davidson, Miss. Megan",3,female,16.4
S,0,7473,"Duffy, Sir. Ricardo",2,male,45.6
S,1,7474,"West, Countess. Dawn",1,female,31.4
Q,0,7475,"Hansen, Major. Frank",2,male,56.1
S,0,7476,"Brown, Mr. Nathaniel",2,male,27.9
S,0,7477,"Hurley, Rev. Kevin",1,male,53.5
C,1,7478,"Finley, Countess. Jennifer",1,female,58.2
S,0,7479,"Allen, Sir. Donald",1,male,34.6
S,1,7480,"Jackson, Dr. Megan",2,female,10.3
S,1,7481,"Mclaughlin, Lady. Loretta",1,female,43.4
C,1,7482,"Pham, Rev. Dean",1,male,45.5
Q,1,7483,"Harmon, Miss. Kendra",1,female,51.8
S,1,7484,"Martinez, Countess. Shelby",1,female,33.0
S,1,7485,"Jones, Major. Christopher",1,male,56.4
S,1,7486,"Green, Col. Bryan",1,male,44.3
S,0,7487,"Harris, Dr. Raymond",1,male,30.9
S,0,7488,"Barajas, Sir. Charles",1,male,45.2
S,0,7489,"Leblanc, Major. Thomas",3,male,42.0
C,0,7490,"Graham, Rev. Wesley",3,male,31.4
C,1,7491,"Martinez, Lady. Stephanie",2,female,25.2
S,1,7492,"Hernandez, Lady. Christine",1,female,21.4
S,1,7493,"Clark, Rev. Nicholas",3,male,19.5
S,0,7494,"Myers, Sir. Steven",2,male,41.9
S,1,7495,"Gray, Miss. Allison",1,female,38.6
S,0,7496,"Benitez, Lady. Teresa",3,female,16.8
C,0,7497,"Perry, Sir. Gordon",2,male,79.6
C,0,7498,"Johnson, Lady. Maria",2,female,39.1
S,0,7499,"Mcdaniel, Dr. Andrew",1,male,48.3
S,1,7500,"Watkins, Countess. Laura",1,female,37.5
S,1,7501,"Fox, Col. James",1,male,35.6
C,0,7502,"Jensen, Major. Brian",1,male,44.1
S,1,7503,"Lewis, Lady. April",1,female,44.6
S,0,7504,"Curtis, Sir. Michael",3,male,31.4
S,0,7505,"Rios, Col. Scott",3,male,21.5
Q,1,7506,"Wallace, Mrs. Julie",3,female,9.9
S,1,7507,"Salazar, Col. Kevin",1,male,29.3
S,0,7508,"Garcia, Dr. Erik",2,male,64.9
S,1,7509,"Fischer, Col. Michael",3,male,29.4
C,0,7510,"Wilkerson, Dr. Kelly",3,female,35.3
S,0,7511,"Ferguson, Col. Michael",2,male,16.0
S,1,7512,"Drake, Col. Patrick",2,male,42.0
S,0,7513,"Sharp, Col. Matthew",1,male,22.9
S,0,7514,"Parsons, Sir. Benjamin",3,male,19.7
S,0,7515,"Rivera, Mr. Michael",1,male,66.1
S,0,7516,"Ortiz, Mr. David",1,male,46.7
S,1,7517,"Simmons, Mr. Jeffery",1,male,35.1
S,1,7518,"Miles, Major. Vincent",1,male,59.0
S,0,7519,"Scott, Col. Noah",1,male,38.4
S,1,7520,"Patterson, Mr. John",1,male,48.2
S,0,7521,"Guzman, Major. Danny",1,male,62.2
S,1,7522,"Patterson, Mr. Austin",3,male,37.7
S,0,7523,"Clark, Sir. Stephen",1,male,19.9
S,1,7524,"Daniels, Col. Matthew",1,male,55.0
S,0,7525,"Caldwell, Rev. Jason",1,male,49.6
S,1,7526,"Rodgers, Lady. Angela",2,female,39.1
S,1,7527,"Taylor, Dr. Heather",3,female,34.4
S,0,7528,"Daugherty, Major. Seth",1,male,47.8
S,0,7529,"Reyes, Dr. Daniel",1,male,51.0
C,0,7530,"Brown, Rev. John",1,male,58.4
C,0,7531,"Thomas, Mr. Steven",2,male,17.2
S,0,7532,"Ray, Rev. Daniel",3,male,15.7
S,0,7533,"Peters, Major. Andrew",2,male,0.2
C,1,7534,"Miles, Lady. Lauren",2,female,22.6
S,1,7535,"Howell, Mrs. Brandy",2,female,18.7
C,1,7536,"Phillips, Col. Gary",1,male,65.0
Q,0,7537,"Vincent, Countess. Laura",3,female,18.3
S,1,7538,"Ewing, Lady. Janet",1,female,35.0
S,0,7539,"Roberts, Mr. Benjamin",2,male,43.5
S,1,7540,"Johnson, Major. Gregory",1,male,23.8
S,1,7541,"Lee, Col. Mark",1,male,38.8
Q,1,7542,"Bradley, Miss. Tina",1,female,42.7
Q,1,7543,"Washington, Countess. Kerri",2,female,22.0
S,0,7544,"Sandoval, Dr. Jeffrey",1,male,43.9
S,0,7545,"Thompson, Col. Andrew",3,male,24.1
C,0,7546,"Thomas, Rev. James",2,male,54.6
C,0,7547,"Alvarez, Dr. Christopher",1,male,50.8
Q,0,7548,"Cooper, Major. Stephen",1,male,65.9
S,0,7549,"Hatfield, Lady. Amber",3,female,11.6
S,0,7550,"Shaw, Mr. Ryan",1,male,60.0
S,0,7551,"Estrada, Countess. Michelle",3,female,31.9
S,0,7552,"Williams, Dr. Jason",1,male,35.6
C,0,7553,"Morgan, Sir. Reginald",3,male,50.9
S,0,7554,"Murphy, Miss. Miranda",3,female,23.4
C,0,7555,"Flores, Mr. David",3,male,27.5
C,1,7556,"Palmer, Mrs. Hannah",1,female,33.2
S,1,7557,"Johnson, Sir. Derrick",1,male,64.8
S,0,7558,"Gray, Col. Devin",3,male,42.7
Q,1,7559,"Conley, Dr. Jason",1,male,45.8
S,1,7560,"Hendrix, Mrs. Jessica",2,female,39.4
S,1,7561,"Roberson, Major. Juan",1,male,33.3
S,0,7562,"Vargas, Col. Michael",3,male,24.4
S,0,7563,"Smith, Sir. David",2,male,52.1
S,0,7564,"Diaz, Dr. Abigail",3,female,30.7
C,1,7565,"Barker, Major. Brian",2,male,39.5
S,1,7566,"Smith, Miss. Stephanie",3,female,12.8
S,0,7567,"Thomas, Dr. Christopher",3,male,41.1
S,1,7568,"Thompson, Dr. Sarah",1,female,26.4
S,1,7569,"Townsend, Major. Tyler",3,male,28.4
Q,1,7570,"Johnson, Dr. Kimberly",2,female,29.7
S,1,7571,"Owens, Mrs. Carrie",1,female,28.0
S,1,7572,"Hammond, Countess. Kelsey",3,female,7.6
S,1,7573,"Oneal, Major. Christopher",3,male,28.7
S,0,7574,"Molina, Col. Casey",2,male,36.4
Q,0,7575,"Davis, Dr. Xavier",2,male,47.4
S,1,7576,"Kemp, Dr. Mark",1,male,37.8
S,0,7577,"Wheeler, Col. Lee",1,male,68.1
Q,0,7578,"Dennis, Dr. Jason",1,male,37.7
S,0,7579,"Smith, Sir. Zachary",1,male,47.7
S,0,7580,"Carey, Major. Kevin",3,male,11.3
S,0,7581,"Davidson, Major. Anthony",1,male,48.3
S,0,7582,"Delacruz, Major. Bobby",2,male,38.3
C,0,7583,"Richards, Mr. Timothy",2,male,23.2
Q,1,7584,"Stanley, Lady. Jennifer",2,female,32.4
S,0,7585,"Harris, Sir. Timothy",3,male,4.6
S,1,7586,"King, Mr. Scott",1,male,54.9
C,0,7587,"Taylor, Col. Christopher",2,male,0.2
S,1,7588,"Hernandez, Dr. Abigail",1,female,35.8
S,1,7589,"Beard, Mrs. Michelle",2,female,45.4
S,1,7590,"Hayes, Miss. Crystal",1,female,59.2
S,1,7591,"Joseph, Dr. Elizabeth",2,female,14.1
S,1,7592,"Hernandez, Sir. Stephen",1,male,32.5
S,1,7593,"Perez, Dr. Mariah",1,female,38.5
S,1,7594,"Mata, Major. William",1,male,42.9
S,1,7595,"Williams, Miss. Veronica",1,female,19.4
S,1,7596,"Spencer, Miss. Megan",2,female,46.4
C,0,7597,"Fitzpatrick, Sir. Benjamin",3,male,16.0
Q,0,7598,"Fitzgerald, Mr. Michael",2,male,25.8
S,1,7599,"Burns, Mrs. Danielle",3,female,29.5
S,1,7600,"Rodriguez, Sir. John",1,male,39.2
S,1,7601,"Young, Major. Jacob",1,male,44.3
Q,0,7602,"Ruiz, Dr. Gene",1,male,39.2
S,1,7603,"Shaw, Miss. Kayla",1,female,19.5
S,1,7604,"Gomez, Dr. Diana",1,female,21.8
S,0,7605,"Reed, Mr. Joel",1,male,53.5
S,0,7606,"Avila, Dr. Robert",1,male,14.0
S,0,7607,"Rodriguez, Mr. Allen",3,male,43.4
S,0,7608,"Green, Dr. Paul",1,male,55.2
C,0,7609,"James, Mr. Brent",1,male,21.6
S,1,7610,"Fernandez, Dr. Jennifer",1,female,46.0
S,0,7611,"Kim, Rev. Christopher",2,male,28.2
C,1,7612,"Aguilar, Dr. James",3,male,25.0
S,1,7613,"Jones, Rev. Jerome",2,male,21.1
S,0,7614,"Kaufman, Rev. Justin",2,male,0.2
S,1,7615,"Conrad, Rev. Kyle",1,male,22.6
S,1,7616,"Thomas, Lady. Michelle",1,female,36.5
S,0,7617,"Martin, Sir. Richard",3,male,64.1
C,0,7618,"Owens, Dr. Kurt",3,male,32.1
S,1,7619,"Melton, Dr. Nichole",2,female,23.5
S,0,7620,"Brown, Dr. Todd",1,male,24.1
S,1,7621,"Russell, Countess. Andrea",1,female,39.0
S,0,7622,"Wise, Rev. Gary",2,male,19.5
S,0,7623,"Cooper, Dr. Andrew",1,male,30.0
C,0,7624,"Jones, Col. Nathan",2,male,35.3
S,0,7625,"Knox, Countess. Debbie",3,female,32.5
S,1,7626,"Palmer, Mr. Christopher",2,male,19.9
S,0,7627,"Lowery, Major. Charles",1,male,15.3
Q,0,7628,"Orr, Rev. Blake",2,male,41.3
S,0,7629,"Reilly, Rev. Christopher",1,male,43.6
S,0,7630,"Gentry, Dr. Mark",1,male,41.5
S,0,7631,"Coleman, Sir. Robert",3,male,7.6
Q,0,7632,"Morrison, Sir. Daniel",1,male,42.0
S,0,7633,"Stephens, Dr. Erica",3,female,24.2
C,1,7634,"Knapp, Miss. Kathleen",3,female,28.6
S,0,7635,"Reeves, Dr. David",3,male,41.0
S,1,7636,"Clark, Sir. Earl",1,male,54.5
S,1,7637,"Brown, Dr. Pam",1,female,29.9
S,1,7638,"Mejia, Lady. Nicole",1,female,18.5
S,0,7639,"Henderson, Sir. Mark",2,male,43.2
S,1,7640,"Hogan, Mrs. Adriana",1,female,26.5
S,0,7641,"Lopez, Mr. Mark",3,male,8.8
S,1,7642,"Miller, Miss. Erica",2,female,23.1
S,0,7643,"Lee, Lady. Lisa",3,female,21.3
Q,0,7644,"Foster, Sir. Daniel",2,male,16.9
S,0,7645,"Johnson, Major. Taylor",1,male,45.2
S,0,7646,"Mendoza, Sir. Robert",2,male,10.5
C,0,7647,"Brown, Lady. Laura",3,female,26.8
S,0,7648,"Church, Col. Jonathan",1,male,62.5
S,0,7649,"Burns, Lady. Julia",3,female,22.7
S,1,7650,"Cochran, Dr. Lori",2,female,51.9
S,0,7651,"Butler, Dr. James",1,male,35.0
S,1,7652,"Campbell, Rev. Ryan",2,male,18.1
S,0,7653,"Price, Dr. Richard",2,male,40.3
C,1,7654,"Long, Sir. Thomas",1,male,38.7
C,1,7655,"Kelly, Countess. Sherry",1,female,21.6
S,0,7656,"Mcknight, Mrs. Molly",3,female,33.2
C,1,7657,"Duncan, Lady. Dawn",1,female,30.2
S,0,7658,"Miller, Sir. Miguel",1,male,63.1
C,1,7659,"Mclean, Mr. Charles",3,male,28.7
S,1,7660,"Elliott, Major. Kyle",3,male,30.2
S,0,7661,"Miller, Col. Gary",3,male,51.8
S,0,7662,"Gross, Mr. Frank",2,male,16.2
S,0,7663,"Rodriguez, Sir. Richard",2,male,34.6
S,0,7664,"Haynes, Dr. Ronald",1,male,31.1
S,1,7665,"Mcmillan, Dr. Jacqueline",1,female,25.8
C,0,7666,"Perez, Rev. Jeffery",2,male,9.7
C,1,7667,"Nelson, Dr. Bobby",1,male,58.7
S,1,7668,"Johnson, Miss. Jennifer",2,female,44.2
Q,1,7669,"Reid, Miss. Elizabeth",2,female,46.1
S,0,7670,"Foster, Dr. Cheryl",3,female,47.2
S,1,7671,"Williams, Lady. Ariana",3,female,0.3
S,0,7672,"Armstrong, Dr. Steven",1,male,47.2
S,0,7673,"Black, Col. Nicholas",3,male,31.9
Q,1,7674,"Meyers, Countess. Theresa",2,female,17.3
S,1,7675,"Morgan, Major. Richard",1,male,51.7
C,0,7676,"Hunt, Col. Jonathan",1,male,26.4
C,0,7677,"Thompson, Rev. Stephen",1,male,36.0
S,0,7678,"Morgan, Col. Donald",1,male,21.4
S,0,7679,"Herman, Rev. William",1,male,47.8
S,0,7680,"Campbell, Dr. Dylan",1,male,59.7
Q,0,7681,"Flores, Major. Jacob",2,male,21.0
S,1,7682,"Walker, Dr. Susan",2,female,31.0
S,1,7683,"Daniels, Countess. Rachel",1,female,8.6
S,0,7684,"Nguyen, Major. Daniel",1,male,58.0
S,0,7685,"Ross, Col. Austin",1,male,24.5
S,1,7686,"Simon, Miss. Lori",1,female,17.9
C,0,7687,"Rodriguez, Mr. Matthew",1,male,38.1
Q,1,7688,"Jacobs, Lady. Jennifer",1,female,36.8
C,1,7689,"Murray, Lady. Courtney",1,female,23.2
C,1,7690,"Davis, Countess. Carla",2,female,25.2
S,1,7691,"Lamb, Lady. Elizabeth",2,female,7.7
C,1,7692,"Mcintosh, Miss. Tara",1,female,23.5
S,1,7693,"Vega, Miss. Alexandra",1,female,34.8
S,1,7694,"Taylor, Sir. Brian",1,male,18.8
S,1,7695,"Jackson, Miss. Lori",1,female,34.1
Q,1,7696,"Jimenez, Dr. Kimberly",2,female,13.7
S,1,7697,"Odom, Dr. Rachael",3,female,15.4
S,0,7698,"Harris, Mr. Anthony",2,male,53.8
S,0,7699,"Weeks, Mr. Christopher",1,male,45.6
S,1,7700,"Hale, Mrs. April",1,female,30.2
S,0,7701,"Jordan, Mr. Corey",3,male,18.1
S,1,7702,"Johnson, Mr. Kyle",1,male,32.0
S,0,7703,"Torres, Rev. Robert",3,male,35.5
S,1,7704,"Thomas, Lady. Michelle",1,female,10.1
C,0,7705,"Perez, Major. Anthony",2,male,24.4
S,0,7706,"Acosta, Rev. David",2,male,52.9
S,1,7707,"Price, Dr. Sara",2,female,27.9
Q,0,7708,"Anderson, Dr. Christopher",2,male,54.6
S,0,7709,"Daniels, Sir. John",1,male,55.2
S,0,7710,"Hanson, Dr. Matthew",2,male,15.8
Q,1,7711,"Benitez, Sir. Cody",1,male,51.8
C,1,7712,"Adams, Rev. Michael",1,male,72.3
S,1,7713,"Porter, Dr. John",1,male,52.0
C,0,7714,"Foster, Col. Mathew",1,male,52.1
S,1,7715,"Reid, Mr. Mike",2,male,41.3
Q,0,7716,"Durham, Rev. Peter",2,male,20.4
S,0,7717,"Burton, Col. Billy",1,male,36.9
C,0,7718,"Reeves, Rev. Craig",1,male,59.9
S,0,7719,"Vargas, Dr. Brett",1,male,33.8
S,0,7720,"Fernandez, Mr. Andrew",1,male,77.8
S,0,7721,"Robinson, Major. William",3,male,13.5
S,0,7722,"Hernandez, Major. David",1,male,32.0
Q,1,7723,"Clark, Mrs. Sandra",2,female,36.6
S,0,7724,"Ortega, Mr. Justin",1,male,51.1
C,1,7725,"Smith, Rev. Timothy",3,male,46.9
S,0,7726,"Bowen, Sir. James",3,male,51.5
S,1,7727,"Knox, Miss. Amanda",1,female,28.3
S,1,7728,"Bailey, Countess. Gabriella",1,female,19.9
Q,0,7729,"Williams, Rev. James",1,male,44.9
S,1,7730,"Horton, Rev. Daniel",1,male,46.4
S,1,7731,"Mitchell, Miss. Tiffany",2,female,20.3
C,0,7732,"Newman, Rev. Wesley",2,male,46.7
S,0,7733,"Young, Col. Anthony",1,male,48.5
C,0,7734,"Gomez, Rev. Christopher",1,male,44.5
S,0,7735,"Roberts, Mr. Greg",3,male,19.5
Q,1,7736,"Pitts, Mrs. Donna",1,female,27.2
S,0,7737,"Gilbert, Dr. Donald",1,male,68.4
S,0,7738,"Hudson, Dr. Jason",1,male,46.2
S,1,7739,"Mitchell, Countess. Anna",2,female,36.0
S,0,7740,"Skinner, Mr. Christopher",2,male,25.9
S,1,7741,"Lyons, Miss. Abigail",1,female,41.0
S,1,7742,"Moyer, Mrs. Samantha",2,female,32.1
S,1,7743,"Smith, Lady. Vanessa",1,female,33.5
S,1,7744,"Ford, Countess. Janet",1,female,46.4
S,1,7745,"Burke, Dr. Maria",1,female,26.6
S,0,7746,"Byrd, Dr. Brandon",1,male,28.0
S,1,7747,"Hicks, Rev. Eric",1,male,24.0
C,0,7748,"Mcgee, Rev. Ryan",1,male,30.1
S,1,7749,"Hughes, Sir. Michael",1,male,48.4
C,0,7750,"Ellis, Rev. Samuel",1,male,44.9
S,1,7751,"Baird, Rev. Joseph",1,male,66.9
S,0,7752,"Larsen, Major. Brian",1,male,36.6
Q,0,7753,"Reyes, Sir. Bradley",2,male,42.9
S,0,7754,"Porter, Sir. Jordan",3,male,20.7
S,0,7755,"Barker, Sir. Mark",3,male,23.4
S,0,7756,"Bennett, Major. Dean",1,male,48.7
C,1,7757,"White, Mrs. Shannon",1,female,29.2
S,1,7758,"Hernandez, Rev. Charles",1,male,43.9
C,0,7759,"Sanders, Mr. Carlos",1,male,7.4
S,0,7760,"Byrd, Dr. Andrew",1,male,34.6
S,0,7761,"Rush, Sir. Samuel",2,male,40.2
S,1,7762,"Johnston, Rev. Michael",1,male,28.8
S,0,7763,"Maldonado, Sir. Louis",3,male,24.7
C,1,7764,"Ellison, Mrs. Katie",2,female,4.8
S,0,7765,"Gonzalez, Dr. Danny",1,male,62.2
C,0,7766,"Wilson, Major. Michael",1,male,30.7
S,0,7767,"Simon, Dr. Shane",1,male,47.3
S,1,7768,"Kelly, Rev. Kevin",1,male,42.8
S,1,7769,"Nguyen, Dr. Stacey",2,female,33.3
S,0,7770,"Moore, Miss. Helen",3,female,0.5
C,0,7771,"Lamb, Dr. James",1,male,60.3
S,1,7772,"Shelton, Countess. Adriana",2,female,19.8
S,0,7773,"Hernandez, Col. Dakota",1,male,16.3
S,1,7774,"Reese, Lady. Heather",1,female,40.9
C,0,7775,"Simpson, Rev. Anthony",1,male,42.2
Q,1,7776,"Mercer, Col. Seth",1,male,21.9
S,1,7777,"Murray, Dr. Cheryl",1,female,45.6
S,0,7778,"Anderson, Rev. Ronald",3,male,21.5
S,0,7779,"Lane, Major. James",3,male,19.3
Q,0,7780,"Payne, Sir. Brett",2,male,57.3
S,0,7781,"Whitney, Sir. John",1,male,68.0
S,1,7782,"Lang, Major. Oscar",1,male,19.6
S,1,7783,"Perry, Lady. Megan",3,female,38.8
S,0,7784,"Harrell, Dr. Jason",1,male,28.7
S,1,7785,"Martinez, Countess. Laurie",1,female,56.9
S,0,7786,"Proctor, Countess. Heather",2,female,39.6
S,1,7787,"Fuller, Dr. Sharon",1,female,16.2
S,0,7788,"Proctor, Col. Dale",1,male,42.7
S,0,7789,"Sanchez, Sir. Tracy",1,male,33.0
S,1,7790,"Washington, Lady. Katie",1,female,36.0
S,1,7791,"Manning, Miss. Kelly",1,female,20.4
S,1,7792,"Smith, Countess. Denise",1,female,12.3
S,0,7793,"Harrison, Sir. Brian",2,male,27.7
S,0,7794,"Wilkins, Col. James",2,male,29.0
S,1,7795,"Jones, Mrs. Kimberly",2,female,31.2
S,0,7796,"Davis, Rev. Larry",1,male,16.2
C,0,7797,"Young, Major. Justin",1,male,39.5
S,1,7798,"Harrison, Mr. Nicholas",1,male,16.7
S,0,7799,"Park, Col. Joshua",3,male,24.7
S,0,7800,"Anderson, Col. Ryan",3,male,33.6
S,0,7801,"Porter, Major. Howard",1,male,76.8
Q,1,7802,"Decker, Mrs. Sheila",1,female,31.5
C,0,7803,"Bauer, Rev. John",2,male,18.5
Q,1,7804,"Zhang, Countess. Alexandra",2,female,20.5
C,1,7805,"Torres, Lady. Janice",1,female,28.3
S,0,7806,"Gallagher, Rev. Jeffrey",2,male,0.5
C,0,7807,"Nelson, Dr. Wesley",3,male,14.9
C,1,7808,"Shannon, Rev. Clayton",1,male,51.4
Q,0,7809,"Martin, Rev. Jason",3,male,20.3
S,0,7810,"Porter, Sir. Eric",2,male,23.1
S,0,7811,"Smith, Dr. Philip",3,male,31.5
Q,0,7812,"Clark, Dr. Anthony",1,male,65.0
Q,1,7813,"Franco, Miss. Lynn",2,female,33.2
Q,1,7814,"Ferguson, Dr. Karen",1,female,50.0
S,1,7815,"Harrison, Countess. Colleen",1,female,44.5
S,0,7816,"Simpson, Rev. Joshua",2,male,67.0
S,1,7817,"Pacheco, Countess. Katherine",1,female,44.9
S,1,7818,"Stewart, Col. Frank",1,male,44.9
S,0,7819,"Downs, Dr. Kenneth",2,male,32.8
Q,0,7820,"Johnson, Rev. Brandon",3,male,33.6
S,1,7821,"Lopez, Col. Wesley",1,male,32.7
S,0,7822,"Lloyd, Rev. Christopher",2,male,23.2
S,1,7823,"Vasquez, Rev. George",1,male,52.8
C,1,7824,"Brennan, Countess. Anna",3,female,7.5
S,0,7825,"Andrews, Mr. Todd",1,male,35.0
S,0,7826,"Durham, Mr. Ryan",1,male,20.3
S,0,7827,"Lopez, Mr. Alexander",1,male,48.7
C,0,7828,"Bell, Dr. Justin",3,male,12.1
S,1,7829,"Mahoney, Mr. Brandon",1,male,9.5
S,0,7830,"Murillo, Lady. Melissa",3,female,26.0
S,1,7831,"Smith, Lady. Andrea",1,female,39.9
S,1,7832,"Duarte, Countess. Carolyn",1,female,34.5
S,0,7833,"Ellis, Rev. Richard",2,male,7.0
S,0,7834,"Johnson, Mr. Andrew",1,male,0.2
S,1,7835,"Moore, Dr. Nancy",1,female,33.4
S,0,7836,"Marquez, Mr. Thomas",3,male,28.0
S,1,7837,"Perry, Major. Christopher",1,male,16.6
S,0,7838,"Pierce, Mr. Kenneth",3,male,5.7
S,0,7839,"Frazier, Dr. Jeffrey",2,male,22.7
C,0,7840,"Collins, Sir. Alex",2,male,49.2
S,1,7841,"Zimmerman, Countess. Kelsey",1,female,47.3
C,1,7842,"Cervantes, Sir. Tyler",1,male,38.9
C,0,7843,"Frey, Major. Dylan",1,male,61.9
S,0,7844,"Morse, Major. Michael",1,male,53.1
C,0,7845,"Johnson, Major. Warren",3,male,18.5
S,0,7846,"Cobb, Rev. Adam",1,male,45.6
S,1,7847,"Holmes, Dr. Jonathan",1,male,51.5
Q,0,7848,"Murillo, Dr. Timothy",3,male,34.9
S,0,7849,"Osborne, Sir. Matthew",1,male,41.9
S,0,7850,"Palmer, Dr. Dale",1,male,19.2
S,0,7851,"Jenkins, Col. Jeremiah",1,male,25.3
S,0,7852,"Moore, Sir. Justin",2,male,20.8
S,1,7853,"Moreno, Countess. Lisa",1,female,29.0
S,0,7854,"Duran, Major. Henry",3,male,41.4
C,0,7855,"Nicholson, Col. Joshua",1,male,46.7
C,0,7856,"Davis, Mrs. Lynn",3,female,25.2
S,0,7857,"Mcguire, Rev. Oscar",2,male,36.8
Q,1,7858,"Walker, Countess. Cheryl",1,female,41.2
S,1,7859,"Schwartz, Major. Jose",2,male,21.3
S,1,7860,"Lee, Miss. Susan",1,female,42.3
S,1,7861,"Hoover, Major. Daniel",2,male,59.2
S,0,7862,"Bryant, Rev. Connor",1,male,69.0
S,0,7863,"Campbell, Col. Matthew",3,male,35.9
S,0,7864,"Mcdonald, Col. Robert",1,male,21.8
S,0,7865,"Bautista, Dr. Casey",2,male,35.4
S,1,7866,"Shaffer, Countess. Cynthia",1,female,31.9
S,0,7867,"Lee, Dr. David",2,male,34.8
S,0,7868,"Goodman, Major. Brian",1,male,59.0
S,1,7869,"Levine, Sir. Bradley",3,male,34.9
S,1,7870,"Ross, Rev. Mark",2,male,27.8
C,1,7871,"Haney, Mrs. Stacey",3,female,40.4
Q,1,7872,"Sims, Major. Daniel",1,male,55.8
S,1,7873,"Krueger, Dr. Gregory",3,male,44.9
S,0,7874,"Malone, Mr. Jeffrey",1,male,33.2
S,0,7875,"Lucas, Dr. Jonathan",1,male,56.2
S,1,7876,"Duran, Mr. Christopher",1,male,18.5
S,1,7877,"Trujillo, Dr. Melissa",3,female,29.1
C,0,7878,"King, Miss. Laura",3,female,24.0
S,1,7879,"Love, Mrs. Michele",1,female,35.0
S,1,7880,"Cuevas, Rev. Zachary",1,male,27.2
C,0,7881,"Nguyen, Sir. Wesley",1,male,69.5
S,1,7882,"Martinez, Col. Ronald",1,male,39.3
S,0,7883,"Young, Mr. Bruce",3,male,27.8
Q,1,7884,"Acosta, Mrs. Patricia",1,female,48.9
S,1,7885,"Hanna, Dr. Cynthia",2,female,9.3
Q,0,7886,"Ortiz, Dr. Curtis",1,male,14.5
C,1,7887,"Patton, Mrs. Emily",1,female,41.0
C,1,7888,"Good, Col. Justin",1,male,30.1
S,0,7889,"Colon, Sir. Joshua",1,male,40.3
S,0,7890,"Turner, Major. Phillip",1,male,30.5
S,1,7891,"Cox, Countess. Stephanie",1,female,29.9
S,0,7892,"Johnson, Rev. Richard",1,male,42.7
S,0,7893,"Johnson, Major. James",2,male,28.5
Q,0,7894,"Woodward, Col. Robert",3,male,17.5
C,0,7895,"Simpson, Sir. Stephen",1,male,29.9
C,1,7896,"Simmons, Miss. Elizabeth",1,female,41.7
C,1,7897,"Gonzalez, Lady. Dawn",1,female,65.4
S,1,7898,"Stephens, Countess. Amy",2,female,17.7
